"symbol,date,price"
"Staples,April 2013,115"
"Staples,April 2013,215"
"Staples,April 2013,74"
"Staples,April 2013,37"
"Staples,April 2013,120"
"Beverages,April 2013,50.48"
"Beverages,April 2013,50.48"
"Beverages,April 2013,50.48"
"Biscuits,April 2013,8.53"
"Staples,April 2013,43"
"Other Foods,April 2013,42.86"
"Staples,April 2013,31.11"
"Staples,April 2013,31.11"
"Staples,April 2013,100"
"Womens Care,April 2013,59.56"
"Biscuits,April 2013,17.07"
"Staples,April 2013,146.67"
"Staples,April 2013,571.43"
"Biscuits,April 2013,25.78"
"Biscuits,April 2013,16.89"
"Biscuits,April 2013,17.78"
"Biscuits,April 2013,8.53"
"Biscuits,April 2013,8.8"
"Biscuits,April 2013,16.89"
"Biscuits,April 2013,17.07"
"Biscuits,April 2013,8.89"
"Fabric Wash,April 2013,73.33"
"Fabric Wash,April 2013,76.44"
"Fabric Wash,April 2013,17.78"
"Fabric Wash,April 2013,17.78"
"Fabric Wash,April 2013,24"
"Beverages,April 2013,82.76"
"Beverages,April 2013,40.53"
"Beverages,April 2013,40.53"
"Staples,April 2013,15"
"Staples,April 2013,15"
"Staples,April 2013,15"
"Staples,April 2013,23"
"Tea,April 2013,103.14"
"Tea,April 2013,53.38"
"Tea,April 2013,53.38"
"Tea,April 2013,53.38"
"Tea,April 2013,90.48"
"Tea,April 2013,90.48"
"Tea,April 2013,28.05"
"Tea,April 2013,76.9"
"Tea,April 2013,76.9"
"Tea,April 2013,28.05"
"Tea,April 2013,28.05"
"Tea,April 2013,28.05"
"Tea,April 2013,76.9"
"Staples,April 2013,35"
"Tea,April 2013,146.57"
"Fabric Wash,April 2013,78.67"
"Fabric Wash,April 2013,38.67"
"Fabric Wash,April 2013,44.44"
"Fabric Wash,April 2013,44.44"
"Fabric Wash,April 2013,78.51"
"Other Foods,April 2013,23.81"
"Other Foods,April 2013,73.33"
"Other Foods,April 2013,73.33"
"Other Foods,April 2013,39.05"
"Other Foods,April 2013,54.29"
"Other Foods,April 2013,22.86"
"Staples,April 2013,15"
"Staples,April 2013,44"
"Spices,April 2013,18.1"
"Spices,April 2013,37.1"
"Fabric Wash,April 2013,15.24"
"Ready to Cook,April 2013,33.78"
"Other PC,April 2013,59.56"
"Other PC,April 2013,105.56"
"Hair Care,April 2013,56.89"
"Facial Care,April 2013,80.95"
"Dish Wash,April 2013,8.44"
"Dish Wash,April 2013,16.89"
"Dish Wash,April 2013,16.89"
"Dish Wash,April 2013,18.67"
"Dish Wash,April 2013,65.78"
"Dish Wash,April 2013,17.33"
"Dish Wash,April 2013,19.11"
"Soap,April 2013,23.56"
"Facial Care,April 2013,75.16"
"Facial Care,April 2013,40"
"Facial Care,April 2013,211.11"
"Facial Care,April 2013,147.78"
"Fabric Wash,April 2013,22.67"
"Womens Care,April 2013,29.56"
"Womens Care,April 2013,126.67"
"Dish Wash,April 2013,25.78"
"Dish Wash,April 2013,16.89"
"Noodles/Pasta,April 2013,38.67"
"Staples,April 2013,89.52"
"Staples,April 2013,30"
"Staples,April 2013,16"
"Staples,April 2013,170"
"Staples,April 2013,120"
"Staples,April 2013,120"
"Staples,April 2013,120"
"Staples,April 2013,120"
"Staples,April 2013,120"
"Staples,April 2013,330"
"Ready to Cook,April 2013,39.11"
"Ready to Cook,April 2013,124.44"
"Ready to Cook,April 2013,17.78"
"Staples,April 2013,110"
"Home Care,April 2013,379.16"
"Home Care,April 2013,41.78"
"Spices,April 2013,20.95"
"Dryfruits,April 2013,85.71"
"Snacks,April 2013,162.98"
"Dryfruits,April 2013,13.33"
"Dairy,April 2013,128.57"
"Dairy,April 2013,42.86"
"Dairy,April 2013,27.56"
"Dairy,April 2013,72.89"
"Dairy,April 2013,83.56"
"Dairy,April 2013,1377.78"
"Dairy,April 2013,142.22"
"Dairy,April 2013,34"
"Dairy,April 2013,68"
"Beverages,April 2013,50.48"
"Staples,April 2013,35"
"Staples,April 2013,70"
"Staples,April 2013,140"
"Staples,April 2013,140"
"Staples,April 2013,35"
"Staples,April 2013,70"
"Staples,April 2013,70"
"Staples,April 2013,35"
"Staples,April 2013,70"
"Staples,April 2013,35"
"Fabric Wash,April 2013,149.33"
"Fabric Wash,April 2013,286.27"
"Other PC,April 2013,126.67"
"Other PC,April 2013,126.67"
"Dryfruits,April 2013,56.19"
"Dryfruits,April 2013,56.19"
"Dryfruits,April 2013,140.71"
"Spices,April 2013,32.38"
"Hair Care,April 2013,22.38"
"Noodles/Pasta,April 2013,37.87"
"Noodles/Pasta,April 2013,38"
"Noodles/Pasta,April 2013,13.33"
"Noodles/Pasta,April 2013,16.89"
"Beverages,April 2013,32.93"
"Snacks,April 2013,337.78"
"Snacks,April 2013,67.56"
"Snacks,April 2013,67.56"
"Snacks,April 2013,33.78"
"Snacks,April 2013,33.78"
"Beverages,April 2013,88"
"Beverages,April 2013,168"
"Snacks,April 2013,33.78"
"Snacks,April 2013,16.89"
"Snacks,April 2013,16.89"
"Beverages,April 2013,35.56"
"Spices,April 2013,8.57"
"Other PC,April 2013,22.86"
"Other PC,April 2013,68.57"
"Beverages,April 2013,152.84"
"Chocolates,April 2013,69.33"
"Biscuits,April 2013,12.89"
"Biscuits,April 2013,42.22"
"Biscuits,April 2013,14.36"
"Biscuits,April 2013,29.56"
"Biscuits,April 2013,47.29"
"Biscuits,April 2013,23.64"
"Biscuits,April 2013,118.22"
"Biscuits,April 2013,23.64"
"Biscuits,April 2013,23.64"
"Biscuits,April 2013,8.44"
"Biscuits,April 2013,25.33"
"Biscuits,April 2013,25.33"
"Biscuits,April 2013,25.33"
"Biscuits,April 2013,16.89"
"Biscuits,April 2013,16.89"
"Biscuits,April 2013,16.89"
"Biscuits,April 2013,16.89"
"Biscuits,April 2013,25.33"
"Biscuits,April 2013,16.89"
"Biscuits,April 2013,16.89"
"Biscuits,April 2013,16.89"
"Biscuits,April 2013,24.44"
"Biscuits,April 2013,48.89"
"Biscuits,April 2013,24.44"
"Biscuits,April 2013,43.56"
"Beverages,April 2013,146.67"
"Chocolates,April 2013,70.22"
"Spices,April 2013,36.86"
"Spices,April 2013,30.86"
"Spices,April 2013,30.86"
"Spices,April 2013,42.86"
"Spices,April 2013,36"
"Spices,April 2013,36.86"
"Baby Care,April 2013,118.22"
"Baby Care,April 2013,154.67"
"Staples,April 2013,62"
"Staples,April 2013,62"
"Staples,April 2013,31"
"Staples,April 2013,62"
"Staples,April 2013,31"
"Spices,April 2013,40.71"
"Staples,April 2013,92"
"Staples,April 2013,46"
"Staples,April 2013,46"
"Staples,April 2013,46"
"Snacks,April 2013,22.86"
"Spices,April 2013,161.9"
"Spices,April 2013,16.19"
"Spices,April 2013,26.67"
"Noodles/Pasta,April 2013,21.33"
"Staples,April 2013,70"
"Staples,April 2013,35"
"Staples,April 2013,35"
"Staples,April 2013,70"
"Staples,April 2013,35"
"Staples,April 2013,35"
"Staples,April 2013,70"
"Staples,April 2013,35"
"Staples,April 2013,35"
"Staples,April 2013,35"
"Staples,April 2013,70"
"Other PC,April 2013,75.56"
"Other PC,April 2013,73.33"
"Other PC,April 2013,73.33"
"Snacks,April 2013,88.89"
"Snacks,April 2013,44.44"
"Snacks,April 2013,44.44"
"Snacks,April 2013,44.44"
"Hair Care,April 2013,143.56"
"Spices,April 2013,17.14"
"Beverages,April 2013,20.83"
"Beverages,April 2013,41.67"
"Beverages,April 2013,20.83"
"Beverages,April 2013,62.5"
"Oral Care,April 2013,14.22"
"Oral Care,April 2013,63.33"
"Oral Care,April 2013,71.11"
"Oral Care,April 2013,94.22"
"Oral Care,April 2013,35.56"
"Oral Care,April 2013,64.89"
"Oral Care,April 2013,91.56"
"Oral Care,April 2013,78.22"
"Beverages,April 2013,93.33"
"Beverages,April 2013,168.89"
"Beverages,April 2013,211.96"
"Other Foods,April 2013,17.78"
"Other Foods,April 2013,17.78"
"Staples,April 2013,115"
"Hair Care,April 2013,33.33"
"Cosmetics,April 2013,64.44"
"Staples,April 2013,144.76"
"OTC,April 2013,17.14"
"Oral Care,April 2013,17.14"
"OTC,April 2013,13.81"
"OTC,April 2013,49.52"
"Chocolates,April 2013,8.8"
"Chocolates,April 2013,17.6"
"Staples,April 2013,195"
"Staples,April 2013,35"
"Other PC,April 2013,84.44"
"Other PC,April 2013,33.6"
"Other PC,April 2013,61.9"
"Dish Wash,April 2013,20.44"
"Home Care,April 2013,30.48"
"Home Care,April 2013,19.52"
"Home Care,April 2013,19.52"
"Mens Grooming,April 2013,45.6"
"Soap,April 2013,77.78"
"Mens Grooming,April 2013,50.67"
"Home Care,April 2013,55.11"
"Home Care,April 2013,54.04"
"Soap,April 2013,26.67"
"Soap,April 2013,80"
"Soap,April 2013,78.53"
"Soap,April 2013,78.53"
"Spices,April 2013,31.67"
"Spices,April 2013,13.33"
"Staples,April 2013,95.24"
"Biscuits,April 2013,39.11"
"Hair Care,April 2013,111.47"
"Biscuits,April 2013,21.33"
"Biscuits,April 2013,9.78"
"Home Care,April 2013,20"
"Spices,April 2013,35.14"
"Spices,April 2013,35.14"
"Spices,April 2013,44.57"
"Spices,April 2013,38.57"
"Spices,April 2013,15.43"
"Spices,April 2013,51.43"
"Spices,April 2013,48"
"Spices,April 2013,41.14"
"Spices,April 2013,44.57"
"Spices,April 2013,42"
"Spices,April 2013,37.71"
"Spices,April 2013,29.62"
"Spices,April 2013,41.14"
"Spices,April 2013,30.86"
"Home Care,April 2013,24.89"
"Home Care,April 2013,17.78"
"Home Care,April 2013,30.22"
"Facial Care,April 2013,77.78"
"Facial Care,April 2013,73.78"
"Facial Care,April 2013,45.6"
"Beverages,April 2013,270.83"
"Other PC,April 2013,150.4"
"Staples,April 2013,60"
"Staples,April 2013,88.57"
"Staples,April 2013,88.57"
"Staples,April 2013,88.57"
"Staples,April 2013,88.57"
"Staples,April 2013,26.67"
"Staples,April 2013,237.14"
"Staples,April 2013,79.05"
"Staples,April 2013,79.05"
"Staples,April 2013,89.52"
"Beverages,April 2013,52.38"
"Beverages,April 2013,9.52"
"Beverages,April 2013,76.19"
"Home Care,April 2013,28.57"
"Home Care,April 2013,28.57"
"Home Care,April 2013,66.67"
"Home Care,April 2013,51.56"
"Hair Care,April 2013,54.89"
"Hair Care,April 2013,130.89"
"Facial Care,April 2013,67.56"
"Facial Care,April 2013,38"
"Beverages,April 2013,152"
"Beverages,April 2013,20.98"
"Beverages,April 2013,152"
"Beverages,April 2013,39.2"
"Beverages,April 2013,39.2"
"Beverages,April 2013,16"
"Beverages,April 2013,68"
"Beverages,April 2013,20.98"
"Confectionery,April 2013,13.33"
"Mens Grooming,April 2013,105.78"
"Mens Grooming,April 2013,126.67"
"Mens Grooming,April 2013,204.44"
"Mens Grooming,April 2013,125.82"
"Mens Grooming,April 2013,71.78"
"Mens Grooming,April 2013,124.44"
"Mens Grooming,April 2013,69.33"
"Mens Grooming,April 2013,45.6"
"Mens Grooming,April 2013,32.89"
"Beverages,April 2013,88"
"Beverages,April 2013,88"
"Hair Care,April 2013,24.44"
"Home Care,April 2013,152"
"Home Care,April 2013,50.67"
"Home Care,April 2013,84.44"
"Home Care,April 2013,84.44"
"Home Care,April 2013,84.44"
"Snacks,April 2013,26.67"
"Others,April 2013,19.05"
"Others,April 2013,19.05"
"Beverages,April 2013,126.67"
"Hair Care,April 2013,114"
"Snacks,April 2013,35.56"
"Snacks,April 2013,66.71"
"Snacks,April 2013,66.71"
"Snacks,April 2013,63.33"
"Snacks,April 2013,32"
"Snacks,April 2013,32"
"Snacks,April 2013,37.33"
"Snacks,April 2013,32"
"Snacks,April 2013,33.5"
"Snacks,April 2013,33"
"Snacks,April 2013,44.76"
"Agarbatti,April 2013,20"
"Agarbatti,April 2013,40"
"Others,April 2013,14"
"Home Care,April 2013,60.44"
"Staples,April 2013,130"
"Staples,April 2013,52"
"Other Foods,April 2013,114.29"
"Other PC,April 2013,20"
"Spices,April 2013,22.29"
"Home Care,April 2013,72.44"
"Home Care,April 2013,69.33"
"Others,April 2013,5.71"
"Home Care,April 2013,76.19"
"Beverages,April 2013,77.33"
"Home Care,April 2013,36.19"
"Home Care,April 2013,36.19"
"Hair Care,April 2013,50.67"
"Spices,April 2013,23.81"
"Staples,April 2013,63"
"Staples,April 2013,385"
"Staples,April 2013,195"
"Staples,April 2013,195"
"Baby Care,April 2013,42.67"
"Spices,April 2013,30.48"
"Spices,April 2013,57.14"
"Spices,April 2013,23.81"
"Baby Care,April 2013,62.49"
"Baby Care,April 2013,40.89"
"Baby Care,April 2013,202.67"
"Baby Care,April 2013,161.78"
"Baby Care,April 2013,161.78"
"Staples,April 2013,30"
"Staples,April 2013,30"
"Dryfruits,April 2013,57.14"
"Dryfruits,April 2013,45.71"
"Dryfruits,April 2013,45.71"
"Staples,April 2013,30"
"Staples,April 2013,30"
"Staples,April 2013,60"
"Staples,April 2013,30"
"Staples,April 2013,30"
"Staples,April 2013,120"
"Staples,April 2013,30"
"Staples,April 2013,100"
"Staples,April 2013,66.67"
"Staples,April 2013,66.67"
"Home Care,April 2013,15.11"
"Breakfast,April 2013,121.6"
"Breakfast,April 2013,124.98"
"Breakfast,April 2013,30.4"
"Hair Care,April 2013,18.67"
"Spices,April 2013,57.14"
"Spices,April 2013,57.14"
"Dryfruits,April 2013,18.1"
"Dryfruits,April 2013,42.86"
"Dryfruits,April 2013,42.86"
"Dryfruits,April 2013,85.71"
"Beverages,April 2013,104.05"
"Other Foods,April 2013,68.57"
"Other Foods,April 2013,68.57"
"Ready to Cook,April 2013,33.78"
"Other PC,April 2013,45.71"
"Other PC,April 2013,152"
"Facial Care,April 2013,270.22"
"Soap,April 2013,70.67"
"Snacks,April 2013,35"
"Snacks,April 2013,70"
"Snacks,April 2013,39"
"Oral Care,April 2013,38"
"Home Care,April 2013,181.33"
"Confectionery,April 2013,12.44"
"Confectionery,April 2013,3.56"
"Confectionery,April 2013,5.33"
"Confectionery,April 2013,1.78"
"Hair Care,April 2013,446.71"
"Hair Care,April 2013,446.71"
"Hair Care,April 2013,114"
"Facial Care,April 2013,249.11"
"Soap,April 2013,101.33"
"Soap,April 2013,33.78"
"Soap,April 2013,30.22"
"Dryfruits,April 2013,41.9"
"Dryfruits,April 2013,41.9"
"Noodles/Pasta,April 2013,47.11"
"Noodles/Pasta,April 2013,34.84"
"Noodles/Pasta,April 2013,69.69"
"Noodles/Pasta,April 2013,67.11"
"Noodles/Pasta,April 2013,67.11"
"Noodles/Pasta,April 2013,52.44"
"Noodles/Pasta,April 2013,25.78"
"Noodles/Pasta,April 2013,38.67"
"Noodles/Pasta,April 2013,33.78"
"Noodles/Pasta,April 2013,33.78"
"Noodles/Pasta,April 2013,17.33"
"Noodles/Pasta,April 2013,17.33"
"Noodles/Pasta,April 2013,16.89"
"Noodles/Pasta,April 2013,16.89"
"Noodles/Pasta,April 2013,33.78"
"Noodles/Pasta,April 2013,52"
"Staples,April 2013,210"
"Dryfruits,April 2013,61.9"
"Baby Care,April 2013,212"
"Baby Care,April 2013,399.2"
"Baby Care,April 2013,559.2"
"Agarbatti,April 2013,19"
"Agarbatti,April 2013,47"
"Biscuits,April 2013,16.89"
"Staples,April 2013,112"
"Staples,April 2013,56"
"Staples,April 2013,28"
"Staples,April 2013,28"
"Staples,April 2013,28"
"Staples,April 2013,60"
"Staples,April 2013,30"
"Staples,April 2013,30"
"Staples,April 2013,20"
"Spices,April 2013,20"
"Home care,April 2013,45.6"
"Cosmetics,April 2013,147.78"
"Soap,April 2013,34.67"
"Home Care,April 2013,44.76"
"Spices,April 2013,42.86"
"Spices,April 2013,17.14"
"Others,April 2013,95.24"
"Others,April 2013,72"
"Others,April 2013,18"
"Staples,April 2013,40"
"Staples,April 2013,80"
"Staples,April 2013,38"
"Staples,April 2013,76"
"Oral Care,April 2013,49.78"
"Oral Care,April 2013,24.89"
"Baby Care,April 2013,42.86"
"Mens Grooming,April 2013,38.22"
"Snacks,April 2013,38"
"Beverages,April 2013,50"
"Staples,April 2013,90"
"Snacks,April 2013,44.44"
"Snacks,April 2013,44.44"
"Spices,April 2013,30.48"
"Spices,April 2013,36.19"
"Staples,April 2013,274.29"
"Staples,April 2013,91.43"
"Staples,April 2013,95.24"
"Snacks,April 2013,63.33"
"Snacks,April 2013,32"
"Snacks,April 2013,154.53"
"Cosmetics,April 2013,47.62"
"Coffee,April 2013,98.1"
"Tea,April 2013,95.11"
"Tea,April 2013,95.11"
"Soap,April 2013,19.11"
"Staples,April 2013,220"
"Facial Care,April 2013,97.11"
"Other PC,April 2013,108.93"
"Other PC,April 2013,122.44"
"Other PC,April 2013,92.04"
"Facial Care,April 2013,177.33"
"Facial Care,April 2013,135.11"
"Dairy,April 2013,25.71"
"Staples,April 2013,34"
"Staples,April 2013,68"
"Staples,April 2013,34"
"Staples,April 2013,34"
"Oral Care,April 2013,18.67"
"Home Care,April 2013,56"
"Home Care,April 2013,27.02"
"Home Care,April 2013,40"
"Home Care,April 2013,27.56"
"Oral Care,April 2013,75.56"
"Chocolates,April 2013,90.67"
"Facial Care,April 2013,56"
"Biscuits,April 2013,50"
"Baby Care,April 2013,472.89"
"Baby Care,April 2013,185.78"
"Baby Care,April 2013,83.6"
"Baby Care,April 2013,451.78"
"Spices,April 2013,23.81"
"Hair Care,April 2013,108.93"
"Hair Care,April 2013,101.33"
"Hair Care,April 2013,52.36"
"Hair Care,April 2013,62.22"
"Other PC,April 2013,49.78"
"Hair Care,April 2013,113.33"
"Other PC,April 2013,177.33"
"Other PC,April 2013,149.47"
"Other PC,April 2013,149.47"
"Biscuits,April 2013,8.67"
"Biscuits,April 2013,17.33"
"Biscuits,April 2013,17.33"
"Soap,April 2013,15.56"
"Oral Care,April 2013,58.67"
"Home Care,April 2013,50"
"Home Care,April 2013,50"
"Other PC,April 2013,63.33"
"Other PC,April 2013,41.38"
"Other PC,April 2013,41.78"
"Staples,April 2013,16"
"Staples,April 2013,32"
"Staples,April 2013,64"
"Staples,April 2013,32"
"Staples,April 2013,16"
"Staples,April 2013,30"
"Staples,April 2013,30"
"Staples,April 2013,60"
"Staples,April 2013,36"
"Snacks,April 2013,151.11"
"Staples,April 2013,98"
"Staples,April 2013,49"
"Staples,April 2013,37"
"Beverages,April 2013,89.57"
"Beverages,April 2013,89.57"
"Beverages,April 2013,76.9"
"Beverages,April 2013,76.9"
"Beverages,April 2013,153.81"
"Beverages,April 2013,85.95"
"Beverages,April 2013,85.95"
"Tea,April 2013,75.71"
"Tea,April 2013,52.38"
"Other PC,April 2013,302.22"
"OTC,April 2013,192"
"Ready to Cook,April 2013,56.89"
"Fabric Wash,April 2013,13.78"
"Fabric Wash,April 2013,42.22"
"Fabric Wash,April 2013,65.33"
"Staples,April 2013,19.05"
"Staples,April 2013,19.05"
"Breakfast,April 2013,25.78"
"Staples,April 2013,130.48"
"Staples,April 2013,233.33"
"Spices,April 2013,8.57"
"Spices,April 2013,8.57"
"Spices,April 2013,40"
"Spices,April 2013,20"
"Dish Wash,April 2013,20"
"Home Care,April 2013,20"
"Other PC,April 2013,37.33"
"Dish Wash,April 2013,12.89"
"Dish Wash,April 2013,55.11"
"Oral Care,April 2013,42.22"
"Ready to Cook,April 2013,42"
"Staples,April 2013,115"
"Staples,April 2013,215"
"Staples,April 2013,115"
"Staples,April 2013,215"
"Staples,April 2013,215"
"Staples,April 2013,74"
"Facial Care,April 2013,28.44"
"Other Foods,April 2013,29.52"
"Biscuits,April 2013,17.07"
"Snacks,April 2013,133.33"
"Confectionery,April 2013,42.67"
"Staples,April 2013,215"
"Other Foods,April 2013,76.19"
"Staples,April 2013,20"
"Staples,April 2013,50"
"Womens Care,April 2013,56"
"Womens Care,April 2013,56"
"Womens Care,April 2013,28.44"
"Womens Care,April 2013,20.89"
"Staples,April 2013,290.48"
"Biscuits,April 2013,16.98"
"Biscuits,April 2013,16.98"
"Biscuits,April 2013,8.44"
"Biscuits,April 2013,8.44"
"Noodles/Pasta,April 2013,8.71"
"Fabric Wash,April 2013,73.33"
"Fabric Wash,April 2013,8.89"
"Fabric Wash,April 2013,17.78"
"Fabric Wash,April 2013,48"
"Fabric Wash,April 2013,120"
"Hair Care,April 2013,42.67"
"Beverages,April 2013,40.89"
"Staples,April 2013,42"
"Staples,April 2013,15"
"Staples,April 2013,30"
"Staples,April 2013,15"
"Staples,April 2013,15"
"Staples,April 2013,15"
"Staples,April 2013,23"
"Tea,April 2013,53.38"
"Tea,April 2013,53.38"
"Tea,April 2013,180.95"
"Tea,April 2013,90.48"
"Tea,April 2013,76.9"
"Staples,April 2013,35"
"Beverages,April 2013,54.17"
"Fabric Wash,April 2013,44.44"
"Other Foods,April 2013,16.67"
"Noodles/Pasta,April 2013,30.22"
"Noodles/Pasta,April 2013,17.33"
"Other Foods,April 2013,32"
"Other Foods,April 2013,32"
"Other Foods,April 2013,54.29"
"Other Foods,April 2013,54.29"
"Other Foods,April 2013,54.29"
"Other Foods,April 2013,28.57"
"Other Foods,April 2013,65.71"
"Fabric Wash,April 2013,15.24"
"Ready to Cook,April 2013,16.89"
"Staples,April 2013,33"
"Staples,April 2013,72"
"Ready to Cook,April 2013,74.67"
"Home Care,April 2013,109.78"
"Facial Care,April 2013,168.04"
"Other PC,April 2013,30.22"
"Facial Care,April 2013,29.33"
"Hair Care,April 2013,48"
"Womens Care,April 2013,97.11"
"Facial Care,April 2013,80.95"
"Dish Wash,April 2013,16.89"
"Dish Wash,April 2013,17.33"
"Dish Wash,April 2013,82.76"
"Dish Wash,April 2013,135.11"
"Soap,April 2013,92.89"
"Facial Care,April 2013,80.22"
"Fabric Wash,April 2013,23.11"
"Womens Care,April 2013,67.56"
"Other PC,April 2013,133.33"
"Dish Wash,April 2013,16.89"
"Home Care,April 2013,26.67"
"Home Care,April 2013,190"
"Home Care,April 2013,50.67"
"other foods,April 2013,63.33"
"Chocolates,April 2013,4.44"
"Staples,April 2013,50"
"Staples,April 2013,250"
"Staples,April 2013,232"
"Staples,April 2013,120"
"Staples,April 2013,232"
"Staples,April 2013,120"
"Staples,April 2013,232"
"Staples,April 2013,232"
"Staples,April 2013,232"
"Staples,April 2013,120"
"Ready to Cook,April 2013,12.89"
"Ready to Cook,April 2013,12.89"
"Ready to Cook,April 2013,24.89"
"Ready to Cook,April 2013,12.44"
"Ready to Cook,April 2013,64.44"
"Staples,April 2013,55"
"Home Care,April 2013,66"
"Spices,April 2013,20.95"
"Dryfruits,April 2013,85.71"
"Dryfruits,April 2013,214.29"
"Dryfruits,April 2013,428.57"
"Home Care,April 2013,64"
"Home Care,April 2013,83.6"
"Home Care,April 2013,83.6"
"Hair Care,April 2013,133.42"
"OTC,April 2013,14.29"
"Chocolates,April 2013,17.78"
"Dairy,April 2013,300"
"Dairy,April 2013,142.22"
"Dairy,April 2013,44.76"
"Spices,April 2013,52.38"
"Dryfruits,April 2013,47.62"
"Beverages,April 2013,16"
"Staples,April 2013,140"
"Staples,April 2013,35"
"Staples,April 2013,70"
"Staples,April 2013,70"
"Staples,April 2013,70"
"Staples,April 2013,70"
"Staples,April 2013,35"
"Staples,April 2013,35"
"Fabric Wash,April 2013,162.98"
"Mens Grooming,April 2013,84.44"
"Other PC,April 2013,126.22"
"Other PC,April 2013,126.67"
"Oral Care,April 2013,32"
"Baby Care,April 2013,62.22"
"Baby Care,April 2013,48.89"
"Dryfruits,April 2013,56.19"
"Dryfruits,April 2013,140.71"
"Dryfruits,April 2013,140.71"
"Dryfruits,April 2013,140.71"
"Snacks,April 2013,58.27"
"Noodles/Pasta,April 2013,54.89"
"Noodles/Pasta,April 2013,33.78"
"Home Care,April 2013,177.78"
"Ready to Cook,April 2013,96"
"Beverages,April 2013,32.93"
"Snacks,April 2013,32.89"
"Beverages,April 2013,88"
"Snacks,April 2013,32"
"Snacks,April 2013,33.25"
"Snacks,April 2013,16.89"
"Spices,April 2013,8.57"
"Spices,April 2013,25.71"
"Other PC,April 2013,60.44"
"Beverages,April 2013,148.44"
"Beverages,April 2013,148.44"
"Chocolates,April 2013,25.78"
"Biscuits,April 2013,12.89"
"Biscuits,April 2013,28"
"Biscuits,April 2013,28"
"Biscuits,April 2013,42.22"
"Biscuits,April 2013,25.33"
"Biscuits,April 2013,16.89"
"Biscuits,April 2013,16.89"
"Biscuits,April 2013,16.89"
"Biscuits,April 2013,23.64"
"Biscuits,April 2013,47.29"
"Biscuits,April 2013,47.29"
"Biscuits,April 2013,23.64"
"Biscuits,April 2013,25.33"
"Biscuits,April 2013,25.33"
"Biscuits,April 2013,25.33"
"Biscuits,April 2013,59.11"
"Biscuits,April 2013,30.4"
"Biscuits,April 2013,15.2"
"Biscuits,April 2013,8.44"
"Biscuits,April 2013,8.44"
"Biscuits,April 2013,16.89"
"Biscuits,April 2013,16.89"
"Biscuits,April 2013,16.89"
"Biscuits,April 2013,33.78"
"Biscuits,April 2013,16.89"
"Biscuits,April 2013,8.44"
"Biscuits,April 2013,8.44"
"Biscuits,April 2013,16.89"
"Biscuits,April 2013,16.89"
"Biscuits,April 2013,16.89"
"Biscuits,April 2013,30.4"
"Biscuits,April 2013,10.13"
"Biscuits,April 2013,21.11"
"Biscuits,April 2013,20"
"Biscuits,April 2013,8.44"
"Biscuits,April 2013,8.44"
"Biscuits,April 2013,16.89"
"Biscuits,April 2013,8.44"
"Staples,April 2013,186.67"
"Facial Care,April 2013,47.11"
"Facial Care,April 2013,42.22"
"Facial Care,April 2013,80.22"
"Facial Care,April 2013,42.22"
"Biscuits,April 2013,9.78"
"OTC,April 2013,81.9"
"Spices,April 2013,34.29"
"Spices,April 2013,34.29"
"Spices,April 2013,36.86"
"Spices,April 2013,36.86"
"Spices,April 2013,36"
"Baby Care,April 2013,150.22"
"Staples,April 2013,62"
"Staples,April 2013,62"
"Staples,April 2013,31"
"Staples,April 2013,31"
"Dryfruits,April 2013,47.62"
"Staples,April 2013,46"
"Staples,April 2013,46"
"Staples,April 2013,144"
"Staples,April 2013,72"
"Staples,April 2013,72"
"Staples,April 2013,36"
"Staples,April 2013,36"
"Snacks,April 2013,22.86"
"Spices,April 2013,32.38"
"Spices,April 2013,20"
"Noodles/Pasta,April 2013,148.57"
"Staples,April 2013,350"
"Staples,April 2013,70"
"Staples,April 2013,175"
"Staples,April 2013,105"
"Staples,April 2013,35"
"Staples,April 2013,70"
"Staples,April 2013,70"
"Staples,April 2013,70"
"Staples,April 2013,175"
"Staples,April 2013,35"
"Staples,April 2013,35"
"Staples,April 2013,175"
"Staples,April 2013,70"
"Staples,April 2013,70"
"Staples,April 2013,35"
"Staples,April 2013,35"
"Staples,April 2013,35"
"Staples,April 2013,35"
"Staples,April 2013,140"
"Staples,April 2013,70"
"Soap,April 2013,31.11"
"Other PC,April 2013,73.33"
"Snacks,April 2013,19.56"
"Snacks,April 2013,44.44"
"Snacks,April 2013,44.44"
"Snacks,April 2013,44.44"
"Snacks,April 2013,44.44"
"Home Care,April 2013,38.22"
"Home Care,April 2013,160"
"Hair Care,April 2013,146.67"
"Hair Care,April 2013,84.44"
"Oral Care,April 2013,60.44"
"Beverages,April 2013,20.83"
"Beverages,April 2013,50"
"Beverages,April 2013,50"
"Beverages,April 2013,20.83"
"Oral Care,April 2013,31.24"
"Oral Care,April 2013,63.33"
"Oral Care,April 2013,94.22"
"Oral Care,April 2013,60.8"
"Oral Care,April 2013,32"
"Oral Care,April 2013,36"
"Oral Care,April 2013,43.91"
"Oral Care,April 2013,75.56"
"Oral Care,April 2013,44.44"
"Oral Care,April 2013,21.33"
"Home Care,April 2013,110.22"
"Home Care,April 2013,55.11"
"Fabric Wash,April 2013,35.56"
"Beverages,April 2013,98.8"
"Beverages,April 2013,93.33"
"Spices,April 2013,16.19"
"Other Foods,April 2013,17.78"
"Hair Care,April 2013,41.78"
"Agarbatti,April 2013,38"
